100 774
0 10 71
0 16 98
0 18 59
0 20 104
0 33 97
0 35 61
0 38 34
0 41 46
0 48 85
0 54 66
0 56 129
0 66 94
0 70 80
0 75 100
0 94 77
1 3 63
1 6 53
1 11 104
1 12 132
1 15 150
1 24 45
1 49 71
1 64 86
1 71 144
1 72 103
1 73 128
1 74 92
1 85 209
1 88 106
1 89 163
1 92 97
1 93 94
1 97 130
2 9 78
2 28 84
2 31 66
2 36 56
2 42 87
2 53 89
2 63 29
2 68 42
2 77 167
2 86 78
2 96 45
3 6 72
3 11 162
3 14 59
3 24 28
3 30 61
3 32 87
3 49 131
3 64 45
3 71 162
3 72 57
3 73 92
3 78 123
3 85 174
3 88 64
3 92 76
3 93 34
3 97 125
3 98 135
4 7 22
4 12 75
4 15 74
4 17 272
4 19 56
4 34 36
4 37 43
4 39 64
4 45 90
4 51 77
4 58 57
4 71 45
4 89 90
4 95 31
5 7 103
5 8 46
5 15 152
5 19 126
5 26 51
5 27 16
5 34 86
5 39 100
5 61 48
5 76 35
5 87 77
5 89 149
5 99 57
6 11 146
6 12 185
6 14 117
6 24 43
6 30 90
6 49 80
6 64 61
6 73 161
6 74 44
6 81 224
6 92 53
6 93 105
7 8 76
7 12 73
7 15 66
7 19 72
7 27 115
7 34 33
7 37 65
7 39 42
7 45 92
7 51 87
7 71 57
7 89 77
7 95 50
8 19 81
8 26 36
8 27 63
8 34 48
8 39 92
8 45 43
8 51 69
8 55 65
8 61 53
8 76 37
9 29 86
9 31 44
9 36 28
9 40 34
9 46 42
9 63 66
9 68 91
9 96 41
10 13 116
10 17 94
10 18 72
10 20 52
10 28 128
10 33 37
10 35 95
10 38 102
10 41 97
10 56 97
10 62 70
10 70 94
10 75 36
10 80 105
10 83 106
10 84 99
10 94 80
11 12 77
11 15 82
11 24 150
11 39 131
11 49 86
11 71 120
11 73 188
11 74 167
11 88 181
11 89 82
11 97 151
12 15 19
12 24 169
12 37 104
12 39 69
12 49 151
12 58 112
12 71 48
12 72 162
12 73 153
12 89 40
12 95 65
12 97 98
13 19 142
13 20 67
13 21 100
13 23 132
13 33 135
13 37 148
13 45 171
13 50 175
13 51 142
13 55 189
13 56 55
13 57 111
13 58 137
13 60 209
13 75 128
13 79 119
13 80 13
13 81 107
13 83 83
13 84 35
13 85 86
14 22 85
14 23 136
14 24 81
14 30 42
14 32 39
14 43 101
14 44 88
14 59 93
14 64 59
14 65 72
14 67 77
14 72 67
14 73 101
14 78 99
14 88 75
14 93 38
14 98 78
15 34 99
15 37 110
15 39 52
15 49 163
15 61 188
15 71 59
15 89 22
15 95 73
16 18 46
16 29 130
16 33 105
16 38 86
16 40 139
16 46 129
16 47 94
16 54 98
16 62 57
16 66 115
16 94 36
17 20 72
17 21 24
17 35 39
17 41 61
17 48 76
17 50 142
17 56 56
17 70 13
17 75 130
17 79 22
17 80 109
17 84 76
18 20 123
18 33 71
18 38 62
18 41 106
18 54 88
18 62 38
18 66 113
18 70 132
18 75 77
18 94 18
19 21 194
19 25 171
19 26 103
19 34 51
19 37 35
19 39 113
19 45 57
19 50 168
19 51 28
19 55 99
19 56 169
19 58 43
19 71 89
19 76 113
19 80 155
19 81 101
19 84 159
19 85 136
19 95 69
20 21 77
20 28 133
20 29 133
20 33 80
20 35 94
20 56 48
20 66 198
20 70 79
20 75 74
20 80 57
20 83 90
20 84 47
20 85 143
21 25 209
21 33 147
21 35 62
21 37 215
21 41 84
21 45 194
21 50 121
21 51 180
21 55 189
21 56 45
21 70 36
21 71 274
21 79 19
21 80 101
21 84 65
21 85 187
22 30 70
22 32 46
22 59 93
22 65 17
22 67 84
22 74 168
22 77 154
22 82 84
22 85 244
22 92 103
22 93 122
22 98 43
23 28 96
23 42 96
23 43 69
23 44 72
23 57 23
23 68 122
23 69 62
23 71 200
23 72 111
23 73 93
23 75 173
23 78 40
23 80 129
23 81 101
23 83 84
23 85 65
23 86 72
23 88 108
23 93 131
23 97 142
24 30 67
24 32 99
24 49 107
24 64 41
24 67 158
24 72 84
24 73 118
24 74 87
24 81 183
24 88 90
24 92 60
24 93 62
25 27 133
25 45 115
25 50 91
25 55 71
25 56 222
25 60 44
25 61 79
25 79 211
25 87 83
25 91 31
25 99 89
26 27 65
26 34 82
26 45 48
26 51 82
26 55 39
26 56 221
26 60 51
26 61 22
26 76 17
26 87 78
26 91 58
27 34 101
27 39 106
27 45 103
27 61 58
27 76 48
27 87 72
27 89 154
27 99 53
28 29 68
28 33 102
28 40 107
28 42 103
28 43 125
28 47 106
28 53 120
28 57 101
28 63 66
28 68 43
28 69 105
28 75 97
28 80 130
28 83 58
28 85 133
28 86 59
28 96 85
29 33 65
29 40 56
29 46 55
29 47 38
29 57 165
29 62 79
29 63 71
29 68 71
29 75 65
29 80 157
29 83 103
29 94 105
29 96 65
30 32 34
30 64 29
30 65 53
30 67 103
30 72 98
30 78 141
30 92 51
30 93 64
30 98 86
31 36 51
31 40 75
31 42 149
31 46 85
31 53 146
31 63 72
31 68 97
31 77 190
31 96 57
32 44 104
32 59 87
32 64 63
32 65 32
32 67 72
32 78 132
32 92 82
32 98 52
33 38 120
33 40 114
33 41 131
33 46 109
33 47 62
33 56 128
33 62 49
33 68 127
33 75 7
33 80 122
33 83 98
33 84 125
33 94 70
34 37 61
34 39 67
34 45 59
34 51 58
34 55 99
34 58 77
34 76 86
34 89 109
35 38 86
35 41 22
35 48 45
35 50 169
35 54 107
35 56 94
35 66 130
35 70 26
35 75 131
35 79 51
36 40 33
36 46 43
36 63 39
36 96 13
37 45 90
37 50 202
37 51 63
37 57 163
37 58 15
37 61 153
37 71 58
37 72 157
37 73 126
37 80 160
37 81 80
37 85 121
37 95 39
37 97 70
38 41 65
38 48 94
38 54 33
38 62 99
38 66 61
39 51 125
39 61 138
39 71 82
39 76 121
39 89 50
39 95 83
40 46 10
40 47 57
40 63 66
40 96 43
41 48 41
41 54 85
41 56 114
41 66 108
41 70 48
41 79 73
42 43 52
42 44 64
42 52 53
42 53 20
42 57 118
42 59 73
42 63 104
42 68 89
42 69 39
42 77 133
42 86 46
42 90 32
43 44 13
43 52 28
43 53 64
43 57 92
43 59 54
43 67 55
43 69 20
43 72 116
43 78 66
43 85 131
43 86 70
43 88 117
43 90 53
43 98 98
44 52 29
44 53 74
44 57 94
44 59 51
44 67 49
44 69 33
44 72 105
44 73 112
44 78 61
44 85 131
44 88 107
44 90 61
44 93 105
44 98 90
45 50 132
45 51 34
45 55 44
45 56 182
45 58 101
45 60 71
45 61 70
45 76 62
45 84 178
46 47 50
46 62 98
46 68 93
46 96 53
47 62 50
47 75 67
47 83 133
47 94 74
47 96 88
48 50 171
48 54 102
48 66 117
48 70 64
48 79 75
49 58 238
49 74 85
49 89 166
49 97 187
50 51 142
50 55 102
50 56 143
50 60 93
50 70 149
50 79 121
50 80 185
50 84 155
50 87 170
50 91 101
51 55 73
51 56 160
51 58 71
51 60 100
51 79 194
51 80 156
51 81 122
51 85 153
52 59 26
52 67 32
52 69 42
52 77 133
52 78 91
52 82 85
52 90 37
53 59 68
53 67 82
53 68 100
53 69 56
53 77 113
53 82 99
53 86 64
53 90 22
54 66 28
54 94 102
55 56 187
55 58 143
55 60 27
55 61 51
55 76 55
55 79 197
55 81 194
55 84 188
55 91 44
55 99 90
56 57 164
56 58 176
56 60 200
56 70 69
56 71 241
56 75 123
56 79 64
56 80 56
56 81 159
56 83 120
56 84 20
56 85 142
57 58 147
57 68 132
57 69 85
57 72 115
57 75 165
57 78 50
57 80 108
57 81 83
57 83 74
57 84 144
57 85 43
57 86 89
57 88 110
57 93 140
57 97 131
58 71 64
58 72 146
58 73 114
58 80 148
58 81 64
58 85 105
58 88 138
58 95 46
58 97 62
59 65 98
59 67 16
59 69 68
59 72 137
59 77 118
59 78 111
59 82 62
59 85 182
59 90 46
59 93 124
59 98 50
60 61 51
60 76 63
60 79 202
60 80 221
60 84 204
60 87 84
60 91 18
60 99 81
61 76 17
61 87 56
61 91 50
61 99 42
62 75 56
62 94 26
63 68 26
63 86 81
63 96 26
64 65 80
64 72 96
64 74 92
64 92 34
64 93 63
65 67 87
65 74 152
65 82 99
65 85 236
65 92 86
65 93 108
65 98 51
66 94 125
67 73 142
67 78 104
67 82 70
67 88 128
67 90 60
67 93 109
67 98 43
68 69 107
68 75 124
68 83 101
68 86 58
68 96 50
69 78 72
69 85 128
69 86 49
69 90 52
70 79 28
70 84 88
71 72 140
71 73 121
71 78 176
71 81 108
71 89 81
71 95 19
71 97 59
72 73 37
72 78 71
72 81 107
72 85 117
72 88 8
72 92 130
72 93 34
72 97 88
73 78 59
73 81 70
73 85 83
73 88 29
73 93 71
73 95 123
73 97 63
74 92 66
75 80 115
75 83 91
75 84 119
76 87 68
76 99 51
77 82 72
77 90 109
77 98 128
78 81 94
78 85 74
78 86 103
78 88 68
78 93 91
79 84 84
80 81 114
80 83 72
80 84 36
80 85 89
81 84 141
81 85 44
81 88 99
81 95 98
81 97 61
82 90 82
82 98 56
83 84 103
83 85 89
83 86 95
84 85 122
85 86 132
85 88 110
85 97 101
85 98 215
86 90 77
87 91 71
87 99 20
88 93 42
88 97 81
88 98 147
89 95 93
90 98 94
91 99 70
92 93 98
93 98 117
95 97 60
