100 709
0 1 47
0 2 83
0 6 79
0 10 75
0 13 97
0 14 100
0 18 92
0 20 132
0 26 49
0 35 26
0 37 54
0 77 84
0 83 107
0 88 90
0 91 44
0 95 59
1 6 31
1 10 49
1 13 49
1 14 94
1 26 97
1 28 138
1 35 69
1 37 47
1 46 96
1 64 83
1 68 107
1 76 70
1 77 102
1 84 99
1 87 134
1 91 52
1 95 83
2 8 72
2 10 139
2 18 9
2 26 35
2 34 118
2 35 74
2 65 65
2 67 120
2 70 28
2 77 89
2 79 50
2 83 103
2 85 48
2 88 31
3 4 71
3 6 64
3 10 102
3 13 46
3 14 136
3 25 92
3 29 45
3 44 33
3 49 72
3 56 49
3 61 79
3 74 91
3 76 36
3 84 30
3 92 68
3 97 69
4 6 97
4 9 76
4 13 82
4 14 97
4 17 52
4 29 64
4 36 85
4 49 8
4 56 25
4 58 76
4 61 8
4 68 48
4 74 80
4 84 41
5 16 109
5 22 130
5 23 88
5 28 32
5 32 48
5 40 155
5 41 100
5 50 125
5 51 58
5 60 34
5 62 59
5 64 97
5 77 96
5 81 130
5 83 82
5 93 140
5 99 126
6 10 50
6 13 19
6 14 106
6 26 128
6 37 66
6 44 92
6 49 93
6 51 128
6 56 74
6 64 72
6 76 39
6 77 122
6 84 72
6 87 117
6 91 77
6 96 164
7 22 152
7 27 88
7 30 124
7 39 122
7 47 25
7 48 76
7 52 21
7 72 59
7 78 85
7 89 147
7 94 152
8 11 80
8 18 78
8 20 45
8 26 65
8 33 132
8 34 55
8 35 70
8 55 77
8 59 83
8 63 158
8 67 63
8 70 82
8 80 94
8 82 158
8 88 43
8 91 99
8 95 72
9 14 91
9 17 36
9 33 124
9 36 63
9 45 98
9 49 74
9 58 33
9 68 55
9 86 27
9 98 63
10 13 65
10 26 113
10 28 94
10 35 101
10 46 145
10 51 89
10 60 96
10 64 37
10 76 67
10 77 78
10 83 94
10 84 119
10 87 91
10 91 99
11 14 117
11 20 41
11 33 68
11 34 64
11 45 87
11 46 106
11 55 39
11 59 75
11 67 60
12 15 107
12 19 90
12 24 83
12 28 124
12 57 28
12 65 93
12 69 70
12 70 112
12 71 114
12 77 105
12 79 74
12 81 90
12 83 91
12 85 72
12 89 108
12 90 97
12 99 61
13 29 88
13 37 76
13 44 75
13 45 151
13 46 114
13 49 79
13 56 58
13 64 81
13 68 95
13 76 28
13 84 54
13 87 118
13 91 89
14 17 108
14 33 86
14 37 49
14 45 43
14 46 12
14 49 89
14 56 98
14 58 58
14 67 68
14 68 52
14 91 55
14 95 59
15 24 119
15 42 131
15 54 22
15 57 89
15 63 125
15 65 38
15 66 87
15 70 75
15 71 69
15 79 103
15 80 60
15 85 78
16 21 55
16 22 52
16 27 71
16 28 124
16 30 35
16 32 132
16 39 70
16 41 63
16 47 145
16 50 88
16 62 77
16 69 88
16 72 95
16 77 167
16 78 78
16 81 52
16 83 144
16 94 68
16 99 74
17 36 41
17 49 54
17 58 58
17 61 44
17 68 58
17 74 97
17 86 26
17 98 69
18 20 122
18 26 44
18 54 77
18 65 56
18 70 20
18 77 91
18 79 46
18 80 77
18 83 103
18 85 40
18 88 35
19 24 24
19 39 83
19 48 103
19 57 112
19 66 174
19 69 59
19 71 97
19 89 25
19 90 24
19 99 84
20 26 110
20 33 105
20 34 29
20 35 105
20 42 203
20 45 113
20 55 32
20 59 52
20 66 227
20 67 63
20 82 150
20 88 86
20 91 122
20 95 90
21 22 99
21 27 45
21 30 63
21 39 16
21 41 118
21 69 42
21 78 45
21 81 21
21 89 82
21 90 72
21 99 47
22 30 38
22 31 34
22 41 38
22 47 135
22 50 45
22 62 77
22 72 101
22 81 102
22 93 58
22 94 16
23 28 113
23 32 41
23 38 187
23 40 136
23 41 123
23 51 63
23 53 85
23 60 69
23 62 91
23 73 50
23 75 100
23 87 69
23 93 135
23 96 74
24 48 126
24 54 139
24 57 100
24 65 132
24 66 151
24 69 73
24 71 74
24 81 109
24 83 174
24 89 49
24 90 48
24 99 94
25 29 62
25 38 241
25 43 113
25 44 66
25 53 155
25 74 65
25 92 27
25 96 148
25 97 25
26 28 147
26 35 40
26 37 96
26 67 95
26 70 63
26 77 84
26 79 70
26 83 103
26 85 78
26 88 43
26 91 81
26 95 75
27 30 52
27 39 42
27 47 86
27 52 66
27 69 83
27 72 30
27 78 8
27 81 65
27 94 99
28 32 76
28 50 155
28 51 65
28 60 46
28 62 89
28 64 83
28 77 64
28 79 114
28 81 133
28 83 51
28 87 102
28 99 122
29 36 121
29 44 45
29 49 70
29 56 56
29 74 46
29 76 81
29 84 40
29 92 34
29 97 47
30 39 73
30 41 70
30 47 112
30 50 84
