100 747
0 2 117
0 14 79
0 16 136
0 22 134
0 25 157
0 30 124
0 33 185
0 35 101
0 38 77
0 40 120
0 41 52
0 44 94
0 56 94
0 58 109
0 70 152
0 76 72
0 82 145
0 84 66
0 85 68
0 91 76
0 96 99
1 4 181
1 9 90
1 16 132
1 26 110
1 33 109
1 41 174
1 43 98
1 55 72
1 67 39
1 72 116
1 86 129
1 93 99
2 8 191
2 16 122
2 21 70
2 22 32
2 33 163
2 34 148
2 36 119
2 38 193
2 41 127
2 50 77
2 51 153
2 53 136
2 56 42
2 57 103
2 61 153
2 71 77
2 74 120
2 82 42
2 96 54
3 5 113
3 8 175
3 23 47
3 36 80
3 37 125
3 50 107
3 53 74
3 54 65
3 57 77
3 63 113
3 71 87
3 82 132
3 92 59
3 97 59
3 99 165
4 6 92
4 9 98
4 10 78
4 16 204
4 40 78
4 43 121
4 58 58
4 67 200
4 68 112
4 83 107
4 84 110
4 85 132
4 88 161
4 96 224
5 8 67
5 19 64
5 21 119
5 23 124
5 25 118
5 37 209
5 50 101
5 53 51
5 54 148
5 70 114
5 92 170
5 97 156
5 99 52
6 9 189
6 10 20
6 17 52
6 38 123
6 40 70
6 46 49
6 58 120
6 68 29
6 83 42
6 88 70
7 8 95
7 19 66
7 21 37
7 25 8
7 30 115
7 31 72
7 32 76
7 44 120
7 50 67
7 53 102
7 56 79
7 70 27
7 74 52
7 75 81
8 19 31
8 25 96
8 31 69
8 32 93
8 49 80
8 50 124
8 53 104
8 74 130
8 75 139
8 77 118
8 95 188
8 99 27
9 10 176
9 16 169
9 33 171
9 40 166
9 41 156
9 43 89
9 58 109
9 67 102
9 72 197
9 84 136
9 86 216
10 17 64
10 38 105
10 39 76
10 40 50
10 46 59
10 58 100
10 68 34
10 73 77
10 83 34
10 88 89
11 18 33
11 26 114
11 33 123
11 34 58
11 36 120
11 51 29
11 52 97
11 61 93
11 63 205
11 71 151
11 72 234
11 82 201
11 86 209
11 90 68
11 93 124
12 15 75
12 24 39
12 27 63
12 28 47
12 42 66
12 47 85
12 48 37
12 59 50
12 65 34
12 66 130
12 69 35
12 78 37
12 81 42
12 87 46
12 89 43
12 94 51
13 14 41
13 15 35
13 29 65
13 30 61
13 35 17
13 44 53
13 45 70
13 47 78
13 48 56
13 62 72
13 64 25
13 79 10
13 91 42
13 98 14
14 20 51
14 30 80
14 35 28
14 38 54
14 41 126
14 44 55
14 56 140
14 62 81
14 64 25
14 76 20
14 85 54
14 91 19
15 27 75
15 29 37
15 35 52
15 42 81
15 44 79
15 45 77
15 47 44
15 48 40
15 62 72
15 64 55
15 69 62
15 78 63
15 79 34
15 81 91
15 98 35
16 22 154
16 26 64
16 33 49
16 34 86
16 41 96
16 43 86
16 44 221
16 51 136
16 52 65
16 55 128
16 56 146
16 57 173
16 58 155
16 61 60
16 71 164
16 84 115
16 93 92
16 96 69
17 45 110
17 46 7
17 62 113
17 68 32
17 73 40
17 80 78
17 83 49
17 88 41
18 26 129
18 34 83
18 36 148
18 51 62
18 55 167
18 57 164
18 61 113
18 63 214
18 72 225
18 86 197
18 90 87
18 93 132
19 21 90
19 25 67
19 31 62
19 49 94
19 50 95
19 53 85
19 70 81
19 74 106
19 75 121
19 77 131
19 99 50
20 29 99
20 35 68
20 38 37
20 39 38
20 45 40
20 60 23
20 62 51
20 64 47
20 76 40
20 80 93
20 83 81
20 85 44
21 22 39
21 25 43
21 30 136
21 32 112
21 44 134
21 50 38
21 51 207
21 56 56
21 70 9
21 71 95
21 74 74
21 82 35
21 91 160
21 96 123
21 99 137
22 23 100
22 25 81
22 41 152
22 44 146
22 50 46
22 53 107
22 56 41
22 57 100
22 70 49
22 71 71
22 74 101
22 82 11
22 90 177
22 96 87
23 36 48
23 50 75
23 51 140
23 53 73
23 57 35
23 71 39
23 82 91
23 92 85
23 97 100
23 99 172
24 28 47
24 30 55
24 31 80
24 32 57
24 48 60
24 59 22
24 65 55
24 69 39
24 75 44
24 78 38
24 81 78
24 87 7
24 89 13
24 94 44
25 30 108
25 31 66
25 32 69
25 50 75
25 53 109
25 56 81
25 70 34
25 74 45
25 75 73
25 87 103
25 91 147
26 33 16
26 34 62
26 41 157
26 43 119
26 51 120
26 52 18
26 55 73
26 61 28
26 72 160
26 86 148
26 93 29
26 96 128
27 29 73
27 42 5
27 47 48
27 48 67
27 62 132
27 65 67
27 66 140
27 69 87
27 81 36
28 31 98
28 32 81
28 49 91
28 65 24
28 66 90
28 77 74
28 81 56
28 87 52
28 95 110
29 42 78
29 45 68
29 47 25
29 62 58
29 64 75
29 73 128
29 76 112
29 79 68
29 80 96
29 81 102
29 98 69
30 32 89
30 35 57
30 44 30
30 48 51
30 59 34
30 69 33
30 74 63
30 75 39
30 78 31
30 79 52
30 89 42
30 91 63
30 94 17
30 98 48
31 32 24
31 49 56
31 74 76
31 75 73
31 77 86
31 89 85
31 95 160
31 99 97
32 49 67
32 56 140
32 59 61
32 65 100
32 74 63
32 75 52
32 77 88
32 87 51
32 89 60
32 95 159
32 99 121
33 34 67
33 41 140
33 43 106
33 51 125
33 52 26
33 55 83
33 61 30
33 67 143
33 84 155
33 93 43
33 96 114
34 36 134
34 51 58
34 52 44
34 57 140
34 61 36
34 90 108
