100 730
0 13 108
0 19 136
0 20 92
0 26 106
0 33 139
0 38 87
0 48 141
0 50 158
0 56 130
0 59 163
0 66 71
0 69 108
0 70 102
0 75 181
0 77 32
0 82 62
0 92 161
1 22 48
1 28 69
1 36 25
1 41 13
1 45 5
1 62 59
1 95 175
1 99 67
2 8 61
2 14 51
2 23 57
2 32 91
2 39 40
2 43 72
2 53 42
2 72 44
2 76 81
2 81 65
2 88 31
2 91 61
2 97 98
2 98 107
3 10 108
3 12 67
3 20 116
3 46 57
3 47 52
3 57 99
3 61 98
3 64 116
3 70 107
3 83 108
4 5 69
4 6 96
4 9 97
4 11 110
4 16 29
4 18 65
4 22 86
4 27 87
4 28 103
4 34 51
4 36 111
4 44 16
4 51 134
4 52 89
4 53 126
4 55 118
4 62 97
4 76 139
4 87 17
4 93 72
4 94 104
4 99 99
5 11 81
5 16 73
5 18 76
5 34 90
5 44 83
5 51 65
5 52 47
5 55 59
5 79 86
5 87 75
5 93 100
5 94 40
5 95 105
5 96 73
6 9 50
6 23 65
6 27 25
6 28 63
6 34 66
6 44 81
6 63 38
6 91 61
6 99 65
7 25 67
7 32 97
7 40 75
7 42 114
7 43 116
7 84 90
7 85 131
7 90 57
7 98 162
8 11 53
8 14 72
8 23 86
8 32 121
8 34 101
8 37 73
8 40 125
8 43 106
8 53 39
8 63 103
8 68 38
8 73 53
8 76 19
8 81 80
8 88 38
8 93 83
8 97 40
8 98 65
9 11 100
9 23 24
9 27 71
9 34 47
9 39 46
9 53 54
9 63 12
9 72 40
9 73 138
9 91 28
9 93 33
9 97 128
10 12 63
10 15 154
10 30 142
10 31 71
10 46 123
10 47 121
10 49 58
10 54 147
10 56 116
10 61 78
10 64 47
10 74 49
10 78 69
10 83 57
10 86 58
11 34 84
11 37 65
11 44 114
11 51 109
11 53 70
11 55 53
11 63 108
11 67 68
11 68 33
11 73 54
11 76 38
11 81 132
11 88 78
11 93 75
11 94 63
11 97 55
12 13 78
12 46 110
12 47 106
12 57 50
12 61 106
12 64 97
12 70 79
12 74 42
