100 4950
0 1 152
0 2 72
0 3 218
0 4 464
0 5 489
0 6 222
0 7 346
0 8 80
0 9 448
0 10 387
0 11 293
0 12 135
0 13 496
0 14 503
0 15 120
0 16 151
0 17 87
0 18 226
0 19 265
0 20 357
0 21 347
0 22 308
0 23 345
0 24 186
0 25 339
0 26 415
0 27 74
0 28 409
0 29 249
0 30 102
0 31 414
0 32 421
0 33 255
0 34 208
0 35 101
0 36 29
0 37 215
0 38 122
0 39 205
0 40 330
0 41 177
0 42 130
0 43 40
0 44 52
0 45 433
0 46 214
0 47 206
0 48 236
0 49 84
0 50 157
0 51 274
0 52 461
0 53 100
0 54 320
0 55 365
0 56 160
0 57 231
0 58 88
0 59 175
0 60 357
0 61 163
0 62 284
0 63 141
0 64 259
0 65 50
0 66 101
0 67 396
0 68 276
0 69 230
0 70 376
0 71 392
0 72 498
0 73 421
0 74 476
0 75 223
0 76 52
0 77 368
0 78 321
0 79 110
0 80 418
0 81 177
0 82 280
0 83 117
0 84 321
0 85 274
0 86 161
0 87 197
0 88 115
0 89 17
0 90 524
0 91 258
0 92 235
0 93 274
0 94 51
0 95 228
0 96 278
0 97 68
0 98 87
0 99 74
1 2 224
1 3 148
1 4 312
1 5 340
1 6 83
1 7 220
1 8 212
1 9 314
1 10 248
1 11 229
1 12 273
1 13 349
1 14 355
1 15 160
1 16 129
1 17 167
1 18 74
1 19 144
1 20 217
1 21 269
1 22 185
1 23 212
1 24 65
1 25 200
1 26 330
1 27 226
1 28 290
1 29 126
1 30 247
1 31 263
1 32 296
1 33 147
1 34 212
1 35 195
1 36 146
1 37 98
1 38 210
1 39 244
1 40 207
1 41 127
1 42 24
1 43 145
1 44 132
1 45 297
1 46 86
1 47 160
1 48 136
1 49 172
1 50 26
1 51 137
1 52 319
1 53 227
1 54 274
1 55 244
1 56 137
1 57 179
1 58 229
1 59 109
1 60 236
1 61 177
1 62 165
1 63 148
1 64 241
1 65 108
1 66 73
1 67 305
1 68 145
1 69 216
1 70 239
1 71 248
1 72 349
1 73 282
1 74 327
1 75 214
1 76 119
1 77 290
1 78 331
1 79 247
1 80 266
1 81 167
1 82 295
1 83 101
1 84 173
1 85 171
1 86 200
1 87 104
1 88 261
1 89 169
1 90 377
1 91 205
1 92 83
1 93 131
1 94 113
1 95 197
1 96 289
1 97 147
1 98 80
1 99 159
2 3 278
2 4 536
2 5 561
2 6 290
2 7 415
2 8 60
2 9 517
2 10 454
2 11 347
2 12 84
2 13 568
2 14 574
2 15 154
2 16 201
2 17 124
2 18 299
2 19 333
2 20 427
2 21 404
2 22 371
2 23 410
2 24 253
2 25 409
2 26 463
2 27 20
2 28 475
2 29 318
2 30 48
2 31 486
2 32 489
2 33 322
2 34 237
2 35 109
2 36 87
2 37 280
2 38 137
2 39 230
2 40 392
2 41 230
2 42 202
2 43 90
2 44 106
2 45 502
2 46 281
2 47 262
2 48 296
2 49 106
2 50 229
2 51 341
2 52 531
2 53 88
2 54 367
2 55 432
2 56 208
2 57 278
2 58 46
2 59 239
2 60 424
2 61 196
2 62 346
2 63 192
2 64 301
2 65 121
2 66 167
2 67 447
2 68 342
2 69 263
2 70 447
2 71 464
2 72 569
2 73 491
2 74 547
2 75 265
2 76 118
2 77 415
2 78 347
2 79 65
2 80 490
2 81 226
2 82 307
2 83 180
2 84 391
2 85 339
2 86 182
2 87 264
2 88 56
2 89 57
2 90 595
2 91 303
2 92 307
2 93 346
2 94 116
2 95 277
2 96 308
2 97 109
2 98 158
2 99 106
3 4 322
3 5 326
3 6 212
3 7 151
3 8 297
3 9 253
3 10 344
3 11 82
3 12 353
3 13 326
3 14 332
3 15 289
3 16 272
3 17 162
3 18 151
3 19 85
3 20 181
3 21 131
3 22 309
3 23 323
3 24 210
3 25 165
3 26 468
3 27 269
3 28 200
3 29 80
3 30 319
3 31 268
3 32 217
3 33 61
3 34 355
3 35 304
3 36 193
3 37 240
3 38 181
3 39 151
3 40 329
3 41 275
3 42 143
3 43 237
3 44 233
3 45 241
3 46 223
3 47 30
3 48 280
3 49 281
3 50 121
3 51 254
3 52 277
3 53 229
3 54 125
3 55 162
3 56 281
3 57 327
3 58 305
3 59 46
3 60 154
3 61 316
3 62 295
3 63 93
3 64 103
3 65 171
3 66 201
3 67 441
3 68 268
3 69 363
3 70 193
3 71 225
3 72 332
3 73 235
3 74 310
3 75 90
3 76 166
3 77 433
3 78 197
3 79 328
3 80 303
3 81 71
3 82 169
3 83 100
3 84 258
3 85 67
3 86 333
3 87 45
3 88 331
3 89 226
3 90 350
3 91 353
3 92 178
3 93 134
3 94 211
3 95 60
3 96 161
3 97 255
3 98 138
3 99 266
4 5 57
4 6 265
4 7 191
4 8 522
4 9 149
4 10 191
4 11 336
4 12 582
4 13 77
4 14 79
4 15 449
4 16 396
4 17 455
4 18 237
4 19 237
4 20 145
4 21 315
4 22 258
4 23 223
4 24 303
4 25 159
4 26 385
4 27 536
4 28 209
4 29 244
4 30 558
4 31 54
4 32 188
4 33 260
4 34 455
4 35 497
4 36 453
4 37 295
4 38 489
4 39 473
4 40 256
4 41 373
4 42 333
4 43 456
4 44 442
4 45 141
4 46 282
4 47 352
4 48 313
4 49 476
4 50 308
4 51 236
4 52 111
4 53 524
4 54 379
4 55 200
4 56 398
4 57 383
4 58 541
4 59 332
4 60 203
4 61 444
4 62 271
4 63 401
4 64 408
4 65 416
4 66 378
4 67 358
4 68 248
4 69 441
4 70 145
4 71 104
4 72 64
4 73 126
4 74 58
4 75 409
4 76 423
4 77 383
4 78 492
4 79 558
4 80 64
4 81 392
4 82 478
4 83 376
4 84 174
4 85 263
4 86 475
4 87 301
4 88 572
4 89 480
4 90 99
4 91 390
4 92 232
4 93 197
4 94 424
4 95 377
4 96 468
4 97 453
4 98 381
4 99 464
5 6 304
5 7 180
5 8 553
5 9 110
5 10 248
5 11 326
5 12 613
5 13 19
5 14 22
5 15 487
5 16 436
5 17 471
5 18 266
5 19 243
5 20 144
5 21 295
5 22 310
5 23 277
5 24 341
5 25 160
5 26 442
5 27 559
5 28 179
5 29 254
5 30 587
5 31 79
5 32 155
5 33 264
5 34 500
5 35 532
5 36 476
5 37 338
5 38 501
5 39 475
5 40 309
5 41 415
5 42 360
5 43 486
5 44 473
5 45 108
5 46 323
5 47 355
5 48 359
5 49 510
5 50 332
5 51 282
5 52 69
5 53 541
5 54 364
5 55 183
5 56 439
5 57 430
5 58 570
5 59 343
5 60 188
5 61 486
5 62 321
5 63 412
5 64 402
5 65 440
5 66 410
5 67 415
5 68 296
5 69 488
5 70 134
5 71 101
5 72 8
5 73 100
5 74 15
5 75 407
5 76 446
5 77 438
5 78 480
5 79 588
5 80 119
5 81 397
5 82 470
5 83 393
5 84 222
5 85 261
5 86 516
5 87 313
5 88 601
5 89 504
5 90 43
5 91 439
5 92 267
5 93 215
5 94 454
5 95 375
5 96 460
5 97 486
5 98 404
5 99 497
6 7 231
6 8 264
6 9 306
6 10 167
6 11 285
6 12 323
6 13 317
6 14 323
6 15 184
6 16 132
6 17 250
6 18 69
6 19 174
6 20 210
6 21 313
6 22 102
6 23 129
6 24 39
6 25 197
6 26 256
6 27 296
6 28 302
6 29 159
6 30 303
6 31 225
6 32 301
6 33 187
6 34 200
6 35 233
6 36 222
6 37 38
6 38 293
6 39 326
6 40 124
6 41 111
6 42 106
6 43 202
6 44 187
6 45 289
6 46 19
6 47 230
6 48 74
6 49 214
6 50 102
6 51 54
6 52 301
6 53 307
6 54 334
6 55 257
6 56 135
6 57 140
6 58 285
6 59 181
6 60 250
6 61 181
6 62 84
6 63 230
6 64 312
6 65 185
6 66 123
6 67 229
6 68 62
6 69 193
6 70 233
6 71 227
6 72 313
6 73 270
6 74 294
6 75 289
6 76 198
6 77 221
6 78 405
6 79 299
6 80 209
6 81 245
6 82 372
6 83 184
6 84 101
6 85 210
6 86 211
6 87 166
6 88 317
6 89 239
6 90 345
6 91 159
6 92 48
6 93 133
6 94 174
6 95 268
6 96 364
6 97 194
6 98 161
6 99 203
7 8 420
7 9 103
7 10 286
7 11 146
7 12 480
7 13 177
7 14 184
7 15 381
7 16 344
7 17 308
7 18 164
7 19 81
7 20 48
7 21 127
7 22 295
7 23 286
7 24 253
7 25 44
7 26 457
7 27 408
7 28 71
7 29 98
7 30 449
7 31 140
7 32 76
7 33 94
7 34 424
7 35 413
7 36 327
7 37 269
7 38 332
7 39 296
7 40 307
7 41 334
7 42 231
7 43 354
7 44 345
7 45 90
7 46 250
7 47 179
7 48 304
7 49 389
7 50 201
7 51 243
7 52 126
7 53 378
7 54 188
7 55 26
7 56 351
7 57 371
7 58 433
7 59 178
7 60 20
7 61 395
7 62 292
7 63 242
7 64 221
7 65 296
7 66 292
7 67 429
7 68 261
7 69 421
7 70 47
7 71 86
7 72 186
7 73 85
7 74 165
7 75 227
7 76 297
7 77 435
7 78 302
7 79 454
7 80 196
7 81 222
7 82 290
7 83 235
7 84 211
7 85 84
7 86 420
7 87 151
7 88 462
7 89 359
7 90 200
7 91 390
7 92 183
7 93 98
7 94 323
7 95 195
7 96 280
7 97 363
