100 4950
0 1 99
0 2 200
0 3 310
0 4 153
0 5 103
0 6 181
0 7 108
0 8 326
0 9 154
0 10 203
0 11 128
0 12 292
0 13 206
0 14 225
0 15 181
0 16 147
0 17 247
0 18 139
0 19 335
0 20 79
0 21 286
0 22 100
0 23 8
0 24 187
0 25 112
0 26 170
0 27 152
0 28 159
0 29 276
0 30 236
0 31 197
0 32 293
0 33 165
0 34 85
0 35 123
0 36 238
0 37 222
0 38 194
0 39 2
0 40 262
0 41 177
0 42 169
0 43 93
0 44 183
0 45 211
0 46 278
0 47 221
0 48 210
0 49 154
0 50 191
0 51 312
0 52 326
0 53 242
0 54 200
0 55 234
0 56 93
0 57 226
0 58 187
0 59 212
0 60 232
0 61 215
0 62 169
0 63 28
0 64 325
0 65 281
0 66 175
0 67 125
0 68 132
0 69 245
0 70 313
0 71 183
0 72 272
0 73 242
0 74 131
0 75 178
0 76 237
0 77 162
0 78 217
0 79 15
0 80 174
0 81 272
0 82 129
0 83 198
0 84 233
0 85 132
0 86 292
0 87 234
0 88 118
0 89 300
0 90 68
0 91 50
0 92 170
0 93 210
0 94 216
0 95 229
0 96 120
0 97 268
0 98 245
0 99 254
1 2 294
1 3 310
1 4 224
1 5 143
1 6 117
1 7 203
1 8 421
1 9 73
1 10 218
1 11 39
1 12 372
1 13 299
1 14 221
1 15 271
1 16 168
1 17 328
1 18 160
1 19 423
1 20 133
1 21 298
1 22 194
1 23 107
1 24 102
1 25 197
1 26 77
1 27 220
1 28 258
1 29 361
1 30 288
1 31 208
1 32 374
1 33 211
1 34 185
1 35 96
1 36 301
1 37 270
1 38 249
1 39 98
1 40 360
1 41 78
1 42 75
1 43 83
1 44 213
1 45 294
1 46 378
1 47 296
1 48 245
1 49 108
1 50 275
1 51 298
1 52 421
1 53 329
1 54 297
1 55 299
1 56 183
1 57 318
1 58 143
1 59 242
1 60 318
1 61 275
1 62 222
1 63 123
1 64 407
1 65 381
1 66 143
1 67 37
1 68 188
1 69 164
1 70 400
1 71 189
1 72 295
1 73 297
1 74 136
1 75 277
1 76 143
1 77 212
1 78 300
1 79 92
1 80 266
1 81 354
1 82 161
1 83 227
1 84 308
1 85 108
1 86 280
1 87 334
1 88 197
1 89 382
1 90 166
1 91 80
1 92 263
1 93 142
1 94 178
1 95 311
1 96 53
1 97 293
1 98 146
1 99 348
2 3 447
2 4 226
2 5 188
2 6 378
2 7 92
2 8 225
2 9 328
2 10 239
2 11 313
2 12 273
2 13 164
2 14 382
2 15 40
2 16 299
2 17 92
2 18 213
2 19 275
2 20 177
2 21 413
2 22 100
2 23 194
2 24 387
2 25 183
2 26 369
2 27 123
2 28 56
2 29 245
2 30 175
2 31 345
2 32 120
2 33 172
2 34 129
2 35 314
2 36 287
2 37 308
2 38 155
2 39 202
2 40 78
2 41 373
2 42 353
2 43 285
2 44 205
2 45 65
2 46 127
2 47 103
2 48 205
2 49 347
2 50 202
2 51 464
2 52 224
2 53 211
2 54 129
2 55 137
2 56 170
2 57 31
2 58 376
2 59 333
2 60 63
2 61 145
2 62 157
2 63 173
2 64 289
2 65 128
2 66 360
2 67 310
2 68 152
2 69 403
2 70 255
2 71 246
2 72 387
2 73 308
2 74 303
2 75 54
2 76 414
2 77 271
2 78 67
2 79 203
2 80 158
2 81 251
2 82 196
2 83 212
2 84 253
2 85 320
2 86 445
2 87 84
2 88 198
2 89 270
2 90 154
2 91 244
2 92 32
2 93 407
2 94 399
2 95 224
2 96 294
2 97 381
2 98 431
2 99 54
3 4 222
3 5 412
3 6 220
3 7 377
3 8 402
3 9 377
3 10 509
3 11 344
3 12 287
3 13 319
3 14 89
3 15 452
3 16 162
3 17 527
3 18 446
3 19 353
3 20 389
3 21 38
3 22 380
3 23 308
3 24 264
3 25 264
3 26 290
3 27 456
3 28 390
3 29 302
3 30 543
3 31 112
3 32 565
3 33 475
3 34 327
3 35 214
3 36 197
3 37 152
3 38 501
3 39 308
3 40 466
3 41 319
3 42 361
3 43 233
3 44 493
3 45 489
3 46 439
3 47 512
3 48 520
3 49 207
3 50 267
3 51 42
3 52 403
3 53 301
3 54 348
3 55 533
3 56 279
3 57 478
3 58 181
3 59 114
3 60 503
3 61 519
3 62 478
3 63 331
3 64 315
3 65 443
3 66 171
3 67 344
3 68 441
3 69 455
3 70 342
3 71 485
3 72 70
3 73 170
3 74 182
3 75 398
3 76 411
3 77 175
3 78 495
3 79 321
3 80 303
3 81 288
3 82 438
3 83 507
3 84 239
3 85 201
3 86 43
3 87 421
3 88 248
3 89 303
3 90 306
3 91 266
3 92 431
3 93 219
3 94 149
3 95 272
3 96 363
3 97 77
3 98 386
3 99 494
4 5 247
4 6 231
4 7 169
4 8 220
4 9 295
4 10 345
4 11 262
4 12 148
4 13 108
4 14 170
4 15 236
4 16 102
4 17 311
4 18 286
4 19 204
4 20 221
4 21 187
4 22 176
4 23 146
4 24 263
4 25 51
4 26 265
4 27 260
4 28 169
4 29 141
4 30 348
4 31 132
4 32 346
4 33 293
4 34 120
4 35 167
4 36 85
4 37 84
4 38 309
4 39 153
4 40 244
4 41 285
4 42 299
4 43 153
4 44 319
4 45 274
4 46 225
4 47 302
4 48 341
4 49 196
4 50 61
4 51 244
4 52 221
4 53 115
4 54 130
4 55 328
4 56 73
4 57 257
4 58 208
4 59 108
4 60 285
4 61 319
4 62 290
4 63 158
4 64 183
4 65 229
4 66 186
4 67 260
4 68 257
4 69 387
4 70 183
4 71 331
4 72 161
4 73 94
4 74 129
4 75 175
4 76 367
4 77 50
4 78 279
4 79 168
4 80 84
4 81 132
4 82 272
4 83 333
4 84 83
4 85 165
4 86 226
4 87 200
4 88 38
4 89 159
4 90 107
4 91 144
4 92 214
4 93 254
4 94 215
4 95 91
4 96 264
4 97 154
4 98 363
4 99 271
5 6 256
5 7 118
5 8 376
5 9 149
5 10 100
5 11 145
5 12 371
5 13 268
5 14 326
5 15 153
5 16 251
5 17 194
5 18 39
5 19 402
5 20 26
5 21 390
5 22 105
5 23 107
5 24 246
5 25 198
5 26 219
5 27 82
5 28 176
5 29 350
5 30 145
5 31 300
5 32 240
5 33 68
5 34 140
5 35 212
5 36 332
5 37 322
5 38 105
5 39 105
5 40 265
5 41 212
5 42 179
5 43 186
5 44 80
5 45 165
5 46 302
5 47 158
5 48 109
5 49 238
5 50 270
5 51 412
5 52 376
5 53 312
5 54 249
5 55 157
5 56 176
5 57 202
5 58 273
5 59 316
5 60 190
5 61 132
5 62 78
5 63 89
5 64 400
5 65 304
5 66 266
5 67 142
5 68 47
5 69 215
5 70 379
5 71 84
5 72 376
5 73 339
5 74 232
5 75 195
5 76 231
5 77 264
5 78 171
5 79 91
5 80 240
5 81 348
5 82 25
5 83 94
5 84 319
5 85 224
5 86 392
5 87 254
5 88 209
5 89 375
5 90 141
5 91 147
5 92 156
5 93 283
5 94 306
5 95 307
5 96 119
5 97 372
5 98 254
5 99 234
6 7 287
6 8 451
6 9 167
6 10 335
6 11 139
6 12 373
6 13 332
6 14 138
6 15 363
6 16 135
6 17 428
6 18 277
6 19 434
6 20 242
6 21 220
6 22 281
6 23 185
6 24 44
6 25 230
6 26 70
6 27 327
6 28 331
6 29 371
6 30 401
6 31 145
6 32 474
6 33 325
6 34 252
6 35 67
6 36 284
6 37 239
6 38 361
6 39 179
6 40 432
6 41 99
6 42 144
6 43 94
6 44 330
6 45 392
6 46 434
6 47 400
6 48 362
6 49 35
6 50 292
6 51 198
6 52 451
6 53 347
6 54 342
6 55 408
6 56 227
6 57 406
6 58 40
6 59 193
6 60 413
6 61 386
6 62 334
6 63 209
6 64 408
6 65 438
6 66 56
6 67 139
6 68 299
6 69 235
6 70 414
6 71 306
6 72 229
6 73 270
6 74 103
6 75 348
6 76 190
6 77 195
6 78 398
6 79 183
6 80 301
6 81 360
6 82 277
6 83 344
6 84 306
6 85 67
6 86 183
6 87 397
6 88 222
6 89 386
6 90 228
6 91 133
6 92 350
6 93 28
6 94 72
